department,service_request_type,status,closure_reason,local_area,channel,open_dt,close_dt,open_year,open_month,open_month_name,open_day_of_week,closure_days,is_closed
Eng - Traffic And Electrical Operations And Design,Sign Repair Case,Close,Service Provided,Renfrew-Collingwood,Phone,2022-10-15 08:06:02-07:00,2022-10-18,2022,10,Oct,Saturday,2.0,True
Eng - Waterworks Operations,Water Service Line Turn On Or Off Request Case,Close,Insufficient Info,Strathcona,Web,2022-10-15 08:09:00-07:00,2022-10-17,2022,10,Oct,Saturday,1.0,True
Dbl - Building And Trades Inspections Clerks,Private Property Construction Noise Case,Close,Assigned To Inspector,Renfrew-Collingwood,Mobile App,2022-10-15 08:16:51-07:00,2022-10-17,2022,10,Oct,Saturday,1.0,True
Dbl - Building And Trades Inspections Clerks,Private Property Construction Concern Case,Close,Assigned To Inspector,Downtown,Mobile App,2022-10-15 08:18:03-07:00,2022-10-17,2022,10,Oct,Saturday,1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Kitsilano,Web,2022-10-15 08:18:41-07:00,2022-10-17,2022,10,Oct,Saturday,1.0,True
Eng - Waterworks Design,Water Conservation Violation Case,Close,Service Provided,West Point Grey,Phone,2022-10-15 08:23:44-07:00,2022-10-27,2022,10,Oct,Saturday,11.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Service Provided,,Mobile App,2022-10-15 08:31:00-07:00,2023-01-31,2022,10,Oct,Saturday,107.0,True
Eng - Sanitation Services,Abandoned Recyclables Case,Close,Service Provided,,Mobile App,2022-10-15 08:31:00-07:00,2022-10-21,2022,10,Oct,Saturday,5.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,South Cambie,Web,2022-10-15 08:45:07-07:00,2022-10-20,2022,10,Oct,Saturday,4.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,South Cambie,Web,2022-10-15 08:49:21-07:00,2022-10-17,2022,10,Oct,Saturday,1.0,True
Dbl - Building And Trades Inspections Clerks,Private Property Construction Noise Case,Close,Assigned To Inspector,Hastings-Sunrise,Phone,2022-10-15 08:50:26-07:00,2022-10-17,2022,10,Oct,Saturday,1.0,True
Eng - Parking Enforcement And Operations,Parking Enforcement Transfer Case,Close,Unknown,,Phone,2022-10-15 08:53:02-07:00,2022-10-15,2022,10,Oct,Saturday,-1.0,True
Eng - Parking Enforcement And Operations,Meter Out Of Order Internal Audit Case,Close,Closed Automatically And Sent To Service Group,Downtown,Web,2022-10-15 09:04:00-07:00,2022-10-15,2022,10,Oct,Saturday,-1.0,True
Eng - Sanitation Services,Dead Animal Pick Up Case,Close,Service Provided,Kensington-Cedar Cottage,Mobile App,2022-10-15 09:07:00-07:00,2022-10-18,2022,10,Oct,Saturday,2.0,True
Eng - Parking Enforcement And Operations,Meter Out Of Order Internal Audit Case,Close,Closed Automatically And Sent To Service Group,Oakridge,Web,2022-10-15 09:07:00-07:00,2022-10-15,2022,10,Oct,Saturday,-1.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Service Provided,Kerrisdale,Web,2022-10-15 09:16:19-07:00,2022-10-24,2022,10,Oct,Saturday,8.0,True
Dbl - Property Use Inspections,Noise On Private Property Case,Close,Alternate Service Required,Downtown,Phone,2022-10-15 09:19:55-07:00,2022-10-17,2022,10,Oct,Saturday,1.0,True
Eng - Street Use Management,Street And Sidewalk Use Request Case,Close,Reviewed And No Action Planned,Fairview,Phone,2022-10-15 09:21:00-07:00,2022-10-21,2022,10,Oct,Saturday,5.0,True
Eng - Parking Enforcement And Operations,Parking Enforcement Transfer Case,Close,Unknown,,Phone,2022-10-15 09:21:40-07:00,2022-10-15,2022,10,Oct,Saturday,-1.0,True
Eng - Traffic And Data Management,Construction Related Concerns Case,Close,Reviewed And No Action Planned,Kensington-Cedar Cottage,Mobile App,2022-10-15 09:33:25-07:00,2022-11-14,2022,10,Oct,Saturday,29.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Service Provided,Renfrew-Collingwood,Web,2022-10-15 10:05:36-07:00,2025-12-18,2022,10,Oct,Saturday,1159.0,True
Eng - Streets Operations,Zz Old - Urban Issues On City Property Case,Close,Unknown,Downtown,Mobile App,2022-10-15 10:14:00-07:00,2022-10-25,2022,10,Oct,Saturday,9.0,True
Pr - Corporate Services,Parks Feedback Case,Close,Referred To Another Service Group,,Web,2022-10-15 10:16:00-07:00,2022-10-15,2022,10,Oct,Saturday,-1.0,True
Pr - Park Rangers,Urban Issues In Parks Case,Close,Service Provided,Mount Pleasant,Mobile App,2022-10-15 10:28:07-07:00,2022-10-15,2022,10,Oct,Saturday,-1.0,True
Eng - Sanitation Services,Green Bin Request Case,Close,Service Provided,Strathcona,Phone,2022-10-15 10:40:43-07:00,2022-10-19,2022,10,Oct,Saturday,3.0,True
Dbl - Animal Services,Animal Concern Case,Close,Dispatched To Crew,Mount Pleasant,Mobile App,2022-10-15 10:47:35-07:00,2022-10-15,2022,10,Oct,Saturday,-1.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,Kitsilano,Web,2022-10-15 10:49:00-07:00,2022-10-26,2022,10,Oct,Saturday,10.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Service Provided,Kensington-Cedar Cottage,Phone,2022-10-15 10:51:00-07:00,2022-10-21,2022,10,Oct,Saturday,5.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Kitsilano,Web,2022-10-15 10:54:29-07:00,2022-10-17,2022,10,Oct,Saturday,1.0,True
Eng - Parking Enforcement And Operations,Abandoned Or Uninsured Vehicle Case,Close,Insufficient Info,Marpole,Web,2022-10-15 11:00:04-07:00,2022-10-16,2022,10,Oct,Saturday,0.0,True
311 Contact Centre,City Services Feedback Case,Close,Service Provided,Kitsilano,Phone,2022-10-15 11:03:20-07:00,2022-10-18,2022,10,Oct,Saturday,2.0,True
Dbl - Property Use Inspections,Private Property Inquiry Case,Close,Assigned To Inspector,Renfrew-Collingwood,Phone,2022-10-15 11:18:10-07:00,2022-10-17,2022,10,Oct,Saturday,1.0,True
Eng - Waterworks Operations,Water Leak Case,Close,Service Provided,Dunbar-Southlands,Phone,2022-10-15 11:18:52-07:00,2022-10-21,2022,10,Oct,Saturday,5.0,True
Eng - Traffic And Electrical Operations And Design,Street Light Out Case,Close,Issue Not Found Or Inaccessible,Downtown,Mobile App,2022-10-15 11:40:27-07:00,2022-10-28,2022,10,Oct,Saturday,12.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Issue Not Found Or Inaccessible,Kensington-Cedar Cottage,Web,2022-10-15 11:41:37-07:00,2022-10-20,2022,10,Oct,Saturday,4.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Hastings-Sunrise,Phone,2022-10-15 11:43:00-07:00,2022-10-18,2022,10,Oct,Saturday,2.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Large Case,Close,Service Provided,Downtown,Mobile App,2022-10-15 11:55:00-07:00,2023-01-23,2022,10,Oct,Saturday,99.0,True
311 Contact Centre,City Services Feedback Case,Close,Service Provided,Fairview,Phone,2022-10-15 12:01:22-07:00,2022-10-18,2022,10,Oct,Saturday,2.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Large Case,Close,Service Provided,Kensington-Cedar Cottage,Mobile App,2022-10-15 12:01:46-07:00,2022-10-21,2022,10,Oct,Saturday,5.0,True
Eng - Parking Enforcement And Operations,Parking Enforcement Transfer Case,Close,Unknown,,Chat,2022-10-15 12:02:38-07:00,2022-10-15,2022,10,Oct,Saturday,-1.0,True
Eng - Streets Operations,Zz Old - Urban Issues On City Property Case,Close,Unknown,Downtown,Mobile App,2022-10-15 12:07:26-07:00,2022-10-19,2022,10,Oct,Saturday,3.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Further Action Has Been Planned,West Point Grey,Mobile App,2022-09-27 14:15:00-07:00,2022-10-03,2022,9,Sep,Tuesday,5.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Reviewed And No Action Planned,Kitsilano,Phone,2022-09-27 14:17:05-07:00,2022-10-02,2022,9,Sep,Tuesday,4.0,True
Eng - Integrated Graffiti Management,Graffiti Removal - City Property Case,Close,Service Provided,Downtown,Mobile App,2022-09-27 14:19:00-07:00,2022-10-25,2022,9,Sep,Tuesday,27.0,True
Eng - Parking Enforcement And Operations,Parking Enforcement Transfer Case,Close,Unknown,,Chat,2022-09-27 14:39:21-07:00,2022-09-27,2022,9,Sep,Tuesday,-1.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Service Provided,Kitsilano,Phone,2022-09-27 14:43:18-07:00,2022-10-02,2022,9,Sep,Tuesday,4.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Further Action Has Been Planned,Kensington-Cedar Cottage,Web,2022-09-27 14:44:00-07:00,2025-01-17,2022,9,Sep,Tuesday,842.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Service Provided,Downtown,Web,2022-09-27 14:48:28-07:00,2022-09-27,2022,9,Sep,Tuesday,-1.0,True
Eng - Parking Enforcement And Operations,Meter Out Of Order Internal Audit Case,Close,Closed Automatically And Sent To Service Group,Oakridge,Web,2022-09-27 14:49:00-07:00,2022-09-27,2022,9,Sep,Tuesday,-1.0,True
Eng - Traffic And Data Management,Traffic Sign - New Request Case,Close,Further Action Has Been Planned,Kensington-Cedar Cottage,Mobile App,2022-09-27 14:58:33-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Further Action Has Been Planned,Kitsilano,Web,2022-09-27 14:58:00-07:00,2022-10-03,2022,9,Sep,Tuesday,5.0,True
Dbl - Property Use Inspections,Private Property Concern Case,Close,Assigned To Inspector,Sunset,Phone,2022-09-27 15:10:03-07:00,2022-10-04,2022,9,Sep,Tuesday,6.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Large Case,Close,Insufficient Info,Downtown,Mobile App,2022-09-27 15:16:49-07:00,2022-10-05,2022,9,Sep,Tuesday,7.0,True
Fsc - Vacancy Tax,Empty Homes Tax Request Case,Close,Service Provided,Killarney,Phone,2022-09-27 15:23:35-07:00,2022-09-27,2022,9,Sep,Tuesday,-1.0,True
Eng - Integrated Graffiti Management,Graffiti Removal - City Property Case,Close,Service Provided,West End,Mobile App,2022-09-27 15:25:00-07:00,2022-10-06,2022,9,Sep,Tuesday,8.0,True
Eng - Streets Operations,Pothole Case,Close,Service Provided,Kensington-Cedar Cottage,Phone,2022-09-27 15:30:57-07:00,2023-01-03,2022,9,Sep,Tuesday,97.0,True
Vpd - False Alarm Reduction Program,Security Alarm Permit (Revenue Services) Case,Close,Service Provided,Dunbar-Southlands,Phone,2022-09-27 15:31:25-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Eng - Sanitation Services,Abandoned Recyclables Case,Close,Service Provided,Strathcona,Mobile App,2022-09-27 15:33:00-07:00,2022-12-07,2022,9,Sep,Tuesday,70.0,True
Eng - Parking Enforcement And Operations,Abandoned Or Uninsured Vehicle Case,Close,Insufficient Info,Shaughnessy,Mobile App,2022-09-27 15:36:59-07:00,2022-09-27,2022,9,Sep,Tuesday,-1.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Service Provided,Dunbar-Southlands,Web,2022-09-27 15:38:00-07:00,2022-10-03,2022,9,Sep,Tuesday,5.0,True
Eng - Parking Enforcement And Operations,Abandoned Or Uninsured Vehicle Case,Close,Service Provided,Hastings-Sunrise,Web,2022-09-27 15:58:54-07:00,2022-10-03,2022,9,Sep,Tuesday,5.0,True
Fsc - Property Tax,Property Tax Request Case,Close,Alternate Service Required,Downtown,Phone,2022-09-27 15:59:00-07:00,2022-09-28,2022,9,Sep,Tuesday,0.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Large Case,Close,Service Provided,Fairview,Phone,2022-09-27 16:00:00-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
311 Contact Centre,General Feedback Case,Close,Further Action Has Been Planned,Kitsilano,Web,2022-09-27 16:05:00-07:00,2022-10-26,2022,9,Sep,Tuesday,28.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,West Point Grey,Web,2022-09-27 16:19:05-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Kitsilano,Web,2022-09-27 16:28:42-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Service Provided,Kensington-Cedar Cottage,Web,2022-09-27 16:29:01-07:00,2022-09-30,2022,9,Sep,Tuesday,2.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Further Action Has Been Planned,Grandview-Woodland,Web,2022-09-27 16:29:00-07:00,2022-10-03,2022,9,Sep,Tuesday,5.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Issue Not Found Or Inaccessible,Downtown,Mobile App,2022-09-27 16:40:56-07:00,2022-10-04,2022,9,Sep,Tuesday,6.0,True
Cmo - Business And Election Services,Mayor And Council Feedback Case,Close,Service Provided,,Web,2022-09-27 16:41:10-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Eng - Sanitation Services,Abandoned Mattress Case,Close,Issue Not Found Or Inaccessible,Killarney,Web,2022-09-27 16:41:57-07:00,2022-10-04,2022,9,Sep,Tuesday,6.0,True
Eng - Parking Enforcement And Operations,Parking Enforcement Transfer Case,Close,Unknown,,Phone,2022-09-27 17:08:31-07:00,2022-09-27,2022,9,Sep,Tuesday,-1.0,True
Eng - Streets Operations,Zz Old - Urban Issues On City Property Case,Close,Unknown,Downtown,Web,2022-09-27 17:15:26-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Eng - Parking Enforcement And Operations,Parking Enforcement Transfer Case,Close,Unknown,,Phone,2022-09-27 17:19:42-07:00,2022-09-27,2022,9,Sep,Tuesday,-1.0,True
Eng - Streets Operations,Zz Old - Urban Issues On City Property Case,Close,Referred To Another Service Group,Kitsilano,Mobile App,2022-09-27 17:26:42-07:00,2022-09-28,2022,9,Sep,Tuesday,0.0,True
Eng - Sanitation Services,Garbage Bin Request Case,Close,Service Provided,Renfrew-Collingwood,Phone,2022-09-27 17:34:47-07:00,2022-10-17,2022,9,Sep,Tuesday,19.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Service Provided,Dunbar-Southlands,Web,2022-09-27 17:43:26-07:00,2022-10-02,2022,9,Sep,Tuesday,4.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Kerrisdale,Web,2022-09-27 17:45:00-07:00,2022-09-30,2022,9,Sep,Tuesday,2.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Renfrew-Collingwood,Web,2022-09-27 17:58:22-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Kitsilano,Web,2022-09-27 18:14:56-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Dunbar-Southlands,Web,2022-09-27 18:24:45-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
311 Contact Centre,General Feedback Case,Close,Referred To Another Service Group,,Web,2022-09-27 18:35:38-07:00,2022-09-27,2022,9,Sep,Tuesday,-1.0,True
Dbl - Property Use Inspections,Private Property Concern Case,Close,Alternate Service Required,Downtown,Mobile App,2022-09-27 18:35:57-07:00,2022-10-04,2022,9,Sep,Tuesday,6.0,True
Eng - Sanitation Services,Missed Garbage Bin Pickup Case,Close,Reviewed And No Action Planned,Victoria-Fraserview,Web,2022-09-27 18:36:27-07:00,2022-10-02,2022,9,Sep,Tuesday,4.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Dunbar-Southlands,Web,2022-09-27 18:42:53-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Eng - Streets Operations,Zz Old - Urban Issues On City Property Case,Close,Unknown,Hastings-Sunrise,Web,2022-09-27 18:58:00-07:00,2022-10-11,2022,9,Sep,Tuesday,13.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Dunbar-Southlands,Web,2022-09-27 19:40:40-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Dbl - Animal Services,Dog Licence Case,Close,Service Provided,Dunbar-Southlands,Web,2022-09-27 19:46:00-07:00,2022-09-28,2022,9,Sep,Tuesday,0.0,True
Accs - Social Policy,Needle Clean Up Case,Close,Closed Automatically And Sent To Service Group,Downtown,Mobile App,2022-09-27 19:57:02-07:00,2022-09-27,2022,9,Sep,Tuesday,-1.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Kerrisdale,Web,2022-09-27 19:59:26-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Pr - Park Rangers,Urban Issues In Parks Case,Close,Referred To Another Service Group,Downtown,Mobile App,2022-09-27 20:12:19-07:00,2022-09-27,2022,9,Sep,Tuesday,-1.0,True
Cmo - Business And Election Services,Mayor And Council Feedback Case,Close,Service Provided,,Web,2022-09-27 20:20:08-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Dbl - Building And Trades Inspections Clerks,Private Property Construction Noise Case,Close,Assigned To Inspector,Oakridge,Web,2022-09-27 20:26:03-07:00,2022-09-28,2022,9,Sep,Tuesday,0.0,True
Pr - Park Operations,Parks Operations And Maintenance Case,Close,Further Action Has Been Planned,Renfrew-Collingwood,Phone,2022-09-27 20:28:00-07:00,2024-11-29,2022,9,Sep,Tuesday,793.0,True
Eng - Traffic And Electrical Operations And Design,Street Light Out Case,Close,Service Provided,Mount Pleasant,Phone,2022-09-27 20:34:57-07:00,2022-10-03,2022,9,Sep,Tuesday,5.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Large Case,Close,Service Provided,Fairview,Mobile App,2022-09-27 20:53:46-07:00,2022-10-06,2022,9,Sep,Tuesday,8.0,True
Eng - Parking Enforcement And Operations,Abandoned Or Uninsured Vehicle Case,Close,Insufficient Info,Grandview-Woodland,Mobile App,2022-09-27 20:55:01-07:00,2022-09-28,2022,9,Sep,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,West Point Grey,Web,2022-09-27 20:57:18-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Pr - Corporate Services,Parks Feedback Case,Close,Referred To Another Service Group,,Web,2022-09-27 20:59:00-07:00,2022-09-27,2022,9,Sep,Tuesday,-1.0,True
Pr - Park Rangers,Park Ranger Request Case,Close,Reviewed And No Action Planned,,Web,2022-09-27 21:10:00-07:00,2022-09-28,2022,9,Sep,Tuesday,0.0,True
Eng - Sanitation Services,Abandoned Non-Recyclables-Small Case,Close,Service Provided,Oakridge,Mobile App,2022-09-27 21:17:41-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Dbl - Services Centre,Building And Development Inquiry Case,Close,Service Provided,West End,Web,2022-09-27 21:29:00-07:00,2022-09-28,2022,9,Sep,Tuesday,0.0,True
Eng - Sanitation Services,Missed Green Bin Pickup Case,Close,Service Provided,Kitsilano,Web,2022-09-27 21:34:08-07:00,2022-09-29,2022,9,Sep,Tuesday,1.0,True
Eng - Sanitation Services,Green Bin Request Case,Close,Service Provided,Dunbar-Southlands,Phone,2022-09-27 21:41:50-07:00,2022-10-04,2022,9,Sep,Tuesday,6.0,True
Eng - Streets Operations,Sidewalk Repair Case,Close,Further Action Has Been Planned,Mount Pleasant,Web,2022-09-27 21:54:30-07:00,2023-01-10,2022,9,Sep,Tuesday,104.0,True
Dbl - Property Use Inspections,Private Property Concern Case,Close,Referred To Another Service Group,Kensington-Cedar Cottage,Mobile App,2022-09-27 21:56:00-07:00,2022-10-04,2022,9,Sep,Tuesday,6.0,True
Dbl - Licence Office,Business Licence Request Case,Close,Service Provided,Strathcona,Web,2022-09-27 22:12:00-07:00,2022-09-28,2022,9,Sep,Tuesday,0.0,True
Dbl - Building And Trades Inspections Clerks,Private Property Construction Noise Case,Close,Assigned To Inspector,Oakridge,Web,2022-09-27 22:18:46-07:00,2022-09-28,2022,9,Sep,Tuesday,0.0,True
Eng - Sanitation Services,Garbage Bin Request Case,Close,Service Provided,Hastings-Sunrise,Web,2022-12-05 15:21:04-08:00,2023-02-13,2022,12,Dec,Monday,69.0,True
Eng - Streets Operations,Snow And Ice Removal From City Property Case,Close,Service Provided,Strathcona,Mobile App,2022-12-05 15:24:00-08:00,2022-12-09,2022,12,Dec,Monday,3.0,True
Pr - Urban Forestry,City And Park Trees Maintenance Case,Close,Further Action Has Been Planned,West Point Grey,Web,2022-12-05 15:25:00-08:00,2022-12-06,2022,12,Dec,Monday,0.0,True
Cmo - Business And Election Services,Mayor And Council Feedback Case,Close,Service Provided,,Web,2022-12-05 15:26:16-08:00,2022-12-05,2022,12,Dec,Monday,-1.0,True
311 Contact Centre,City Services Feedback Case,Close,Service Provided,Fairview,Phone,2022-12-05 15:27:29-08:00,2022-12-09,2022,12,Dec,Monday,3.0,True
